iter	RMSE
126	22.86458694
127	22.84518763
128	22.82449916
129	22.80685562
130	22.78843397
131	22.76789459
132	22.75187767
133	22.73666365
134	22.7114358
135	22.69210309
136	22.6723641
137	22.65295275
138	22.63076953
139	22.61579416
140	22.5903152
141	22.57247323
142	22.55459614
143	22.5400677
144	22.52511019
145	22.5029206
146	22.4849271
147	22.46750174
148	22.45217859
149	22.4307134
150	22.41523655
151	22.39320646
152	22.37363629
153	22.35772563
154	22.34221087
155	22.32725555
156	22.31093483
157	22.294923
158	22.27977742
159	22.25940009
160	22.23996714
161	22.21952867
162	22.20494231
163	22.18967651
164	22.16682197
165	22.14679273
166	22.12879273
167	22.11266834
168	22.09300025
169	22.07737533
170	22.05780939
171	22.037303
172	22.02053788
173	22.00367911
174	21.98362871
175	21.96887504
176	21.948598
177	21.93273188
178	21.91391661
179	21.89347037
180	21.87314143
181	21.85817895
182	21.84154115
183	21.82641862
184	21.80837672
185	21.78828797
186	21.77383816
187	21.75867894
188	21.73788583
189	21.72111906
190	21.70185517
191	21.68739782
192	21.67087065
193	21.65704448
194	21.64000776
195	21.62182808
196	21.60123849
197	21.58642016
198	21.5698767
199	21.5517779
200	21.53647628
201	21.51686251
202	21.497116
203	21.47704481
204	21.46153261
205	21.44245874
206	21.42240972
207	21.40737501
208	21.39210717
209	21.37085993
210	21.35620688
211	21.32209451
212	21.30564678
213	21.2898226
214	21.25979809
215	21.24063055
216	21.22454278
217	21.204802
218	21.18982628
219	21.17314017
220	21.15342569
221	21.13892713
222	21.12465356
223	21.10930254
224	21.0878879
225	21.06903076
226	21.05496271
227	21.03565374
228	21.01743644
229	20.99997306
230	20.9814104
231	20.95906987
232	20.94531447
233	20.93079337
234	20.91306881
235	20.894185
236	20.87780993
237	20.86264772
238	20.84867804
239	20.8261518
240	20.8088212
241	20.7942523
242	20.78050655
243	20.76581809
244	20.75079488
245	20.73604253
246	20.71765785
247	20.70382566
248	20.68508402
249	20.66671811
250	20.65261564
251	20.63862797
252	20.61991384
253	20.60594951
254	20.58912994
255	20.57158337
256	20.55784654
257	20.54395582
258	20.52903741
259	20.51533446
260	20.50057959
261	20.48634833
262	20.46880391
263	20.45070093
264	20.43717967
265	20.42210878
266	20.40843374
267	20.3933938
268	20.37191548
269	20.35630793
270	20.33758789
271	20.3192001
272	20.30078808
273	20.28663825
274	20.26831054
275	20.25315898
276	20.23833973
277	20.22268595
278	20.20499619
279	20.18656269
280	20.16906718
281	20.15550825
282	20.13788255
283	20.1189737
284	20.10554544
285	20.08437727
286	20.06687028
287	20.04780359
288	20.03361281
289	20.01568457
290	20.00239595
291	19.98832294
292	19.97347343
293	19.95964645
294	19.94380496
295	19.93049283
296	19.91723211
297	19.89978893
298	19.88326695
299	19.86928976
300	19.85244862
301	19.83867163
302	19.82333854
303	19.80943182
304	19.7956961
305	19.78103605
306	19.76423461
307	19.75094081
308	19.73646695
309	19.72203741
310	19.70767611
311	19.69376274
312	19.67612493
313	19.66114732
314	19.64438022
315	19.6292341
316	19.61501874
317	19.59797877
318	19.58023009
319	19.56349794
320	19.54973763
321	19.5188015
322	19.50548391
323	19.49230996
324	19.47774946
325	19.46452794
326	19.44531518
327	19.43120961
328	19.41840036
329	19.40400418
330	19.39127381
331	19.37615371
332	19.35965033
333	19.34626247
334	19.3283113
335	19.31397691
336	19.3011015
337	19.2881868
338	19.27359344
339	19.2580232
340	19.23946764
341	19.21929906
342	19.20395221
343	19.18991071
344	19.17262707
345	19.15633291
346	19.13844651
347	19.1238619
348	19.11019452
349	19.09621893
350	19.07914423
351	19.06229573
352	19.0484127
353	19.0302616
354	19.01761328
355	19.00361075
356	18.99100599
357	18.97835241
358	18.96553812
359	18.94926505
360	18.93230038
361	18.91616679
362	18.90280838
363	18.87294657
364	18.85901655
365	18.84137296
366	18.82876997
367	18.81565861
368	18.80039232
369	18.7878022
370	18.77496327
371	18.76099286
372	18.74813035
373	18.73476523
374	18.71819852
375	18.70546619
376	18.6885126
377	18.67018212
378	18.65417098
379	18.6400489
380	18.6259055
381	18.60890854
382	18.59286322
383	18.57816598
384	18.56090661
385	18.54405512
386	18.52671808
387	18.51088581
388	18.49537712
389	18.48298617
390	18.46529536
391	18.45106588
392	18.43505156
393	18.41456495
394	18.39946898
395	18.38661632
396	18.36996783
397	18.3565788
398	18.34052218
399	18.32578427
400	18.30958878
401	18.29651607
402	18.28388857
403	18.27147804
404	18.25466604
405	18.24124374
406	18.22642087
407	18.21442655
408	18.19966312
409	18.18685839
410	18.17128673
411	18.15350783
412	18.13718467
413	18.12216873
414	18.10506613
415	18.09138639
416	18.07674939
417	18.06389092
418	18.04163611
419	18.02687762
420	18.01415306
421	17.99442899
422	17.98250018
423	17.96864787
424	17.95613376
425	17.94260773
426	17.92624944
427	17.91336494
428	17.89782533
429	17.88210881
430	17.86913145
431	17.85308245
432	17.83628005
433	17.82448422
434	17.80763724
435	17.79287823
436	17.7752964
437	17.75951178
438	17.74654231
439	17.73432278
440	17.72129352
441	17.70516788
442	17.69237687
443	17.67293326
444	17.65817955
445	17.64388644
446	17.63217856
447	17.61340193
448	17.59784345
449	17.58505079
450	17.56918779
451	17.55357351
452	17.54067839
453	17.52514557
454	17.51281747
455	17.49743279
456	17.48440317
457	17.46923531
458	17.45760533
459	17.44408611
460	17.43175684
461	17.41570899
462	17.40065134
463	17.38904108
464	17.3766128
465	17.36482249
466	17.34843366
467	17.33421022
468	17.3224169
469	17.30813027
470	17.29297373
471	17.27931262
472	17.2663344
473	17.25480801
474	17.24264621
475	17.22276768
476	17.21013628
477	17.19803795
478	17.18305089
479	17.17049207
480	17.1588058
481	17.14600927
482	17.13109619
483	17.11637414
484	17.10118254
485	17.08604607
486	17.07231356
487	17.05728088
488	17.04588985
489	17.03093981
490	17.0172868
491	17.00221157
492	16.99070253
493	16.97904046
494	16.96417374
495	16.95208186
496	16.93697663
497	16.92492265
498	16.90999779
499	16.89872461
500	16.88267453
501	16.87048925
502	16.85480458
503	16.8435081
504	16.82834685
505	16.81419162
506	16.80297242
507	16.78810785
508	16.77330787
509	16.76169608
510	16.75063773
511	16.73487113
512	16.72304404
513	16.70773696
514	16.69671915
515	16.68547254
516	16.67085611
517	16.6596378
518	16.64351045
519	16.63233168
520	16.61588436
521	16.59624137
522	16.58449138
523	16.56925861
524	16.55834732
525	16.54623677
526	16.53490916
527	16.52370236
528	16.51267549
529	16.50144305
530	16.48505245
531	16.47113884
532	16.46028732
533	16.44830881
534	16.43656876
535	16.42076001
536	16.4088742
537	16.39524214
538	16.38370201
539	16.36908678
540	16.35455719
541	16.33999761
542	16.32355435
543	16.30903447
544	16.2961121
545	16.28465598
546	16.26932894
547	16.25565564
548	16.24148817
549	16.23061816
550	16.2196734
551	16.2012575
552	16.19049341
553	16.1785432
554	16.16454873
555	16.15326336
556	16.14258833
557	16.1303607
558	16.11964143
559	16.10828071
560	16.09483015
561	16.07915316
562	16.06739458
563	16.05636331
564	16.04459959
565	16.03286842
566	16.0207754
567	16.00941554
568	15.99571853
569	15.9842155
570	15.96782139
571	15.9541196
572	15.94296944
573	15.92897825
574	15.91826727
575	15.90668599
576	15.89618247
577	15.88219856
578	15.87084669
579	15.85953839
580	15.84574271
581	15.83396044
582	15.82352092
583	15.81233547
584	15.80029952
585	15.78934936
586	15.77827705
587	15.76388551
588	15.75265195
589	15.73800439
590	15.72659429
591	15.71273617
592	15.70092255
593	15.68952375
594	15.67892739
595	15.6655632
596	15.65161142
597	15.63785671
598	15.6254839
599	15.60863165
600	15.59435284
601	15.58274398
602	15.57240685
603	15.55843596
604	15.54743581
605	15.53708616
606	15.52385761
607	15.51002165
608	15.49875664
609	15.48818486
610	15.47335507
611	15.46278598
612	15.44876928
613	15.43766132
614	15.42650119
615	15.41464682
616	15.40156354
617	15.39033203
618	15.37912508
619	15.36880214
620	15.35862517
621	15.34652755
622	15.33514941
623	15.32495613
624	15.31490482
625	15.304692
626	15.29127864
627	15.28080643
628	15.26909599
629	15.25688063
630	15.24200765
631	15.22971786
632	15.21915117
633	15.20645692
634	15.18828433
635	15.17504944
636	15.16082592
637	15.14477239
638	15.13175733
639	15.12078757
640	15.10160493
641	15.08910346
642	15.078801
643	15.06570801
644	15.05503659
645	15.04370612
646	15.03077002
647	15.01768004
648	15.0075995
649	14.99662954
650	14.98623827
651	14.97419789
652	14.96431269
653	14.95370719
654	14.94385569
655	14.93090773
656	14.92099556
657	14.90824946
658	14.89779026
659	14.87858628
660	14.86762059
661	14.85764519
662	14.84675709
663	14.83574627
664	14.82297498
665	14.81310094
666	14.80316258
667	14.79328206
668	14.7825819
669	14.76987114
670	14.75937839
671	14.74688858
672	14.730308
673	14.71976028
674	14.70706095
675	14.69653891
676	14.68418812
677	14.67443793
678	14.66133266
679	14.64921232
680	14.63721894
681	14.62674511
682	14.61402659
683	14.60417387
684	14.59188605
685	14.58210557
686	14.57207544
687	14.56172967
688	14.54904936
689	14.53888848
690	14.52812715
691	14.51526193
692	14.50236309
693	14.49287061
694	14.48035319
695	14.47007586
696	14.45968146
697	14.44883496
698	14.43925262
699	14.42936563
700	14.41951116
701	14.40731363
702	14.39761047
703	14.3871968
704	14.37069671
705	14.36024798
706	14.34624606
707	14.33660194
708	14.32556386
709	14.31279875
710	14.30267398
711	14.29012851
712	14.27787481
713	14.26658043
714	14.25445492
715	14.24497456
716	14.23548626
717	14.2257117
718	14.21424586
719	14.20373237
720	14.19088847
721	14.18063095
722	14.17131596
723	14.15903551
724	14.14898672
725	14.13672194
726	14.12703234
727	14.11774302
728	14.10811846
729	14.0977821
730	14.08850224
731	14.07630872
732	14.06486493
733	14.0522224
734	14.0426397
735	14.03129794
736	14.02059553
737	14.01098806
738	14.00112085
739	13.9889864
740	13.97690143
741	13.96438563
742	13.95447163
743	13.94339627
744	13.93246494
745	13.92095777
746	13.91127342
747	13.90210024
748	13.88977399
749	13.87474684
750	13.86230702
751	13.85182205
752	13.84260749
753	13.83305394
754	13.82419126
755	13.81323571
756	13.80134387
757	13.78657019
758	13.77553603
759	13.76601657
760	13.75632503
761	13.74621198
762	13.73441012
763	13.72502806
764	13.71510735
765	13.70608124
