iter	RMSE
160	20.93206841
161	20.9118639
162	20.89204414
163	20.8732589
164	20.85264339
165	20.83303977
166	20.81259274
167	20.79126699
168	20.77108899
169	20.75264799
170	20.73147361
171	20.71317912
172	20.6951567
173	20.67493415
174	20.65503708
175	20.63724801
176	20.61878321
177	20.59997175
178	20.58040467
179	20.561007
180	20.54035024
181	20.52264755
182	20.50213925
183	20.48325147
184	20.46288574
185	20.44373035
186	20.42375118
187	20.40385879
188	20.38609805
189	20.36611995
190	20.34622868
191	20.32642439
192	20.30803903
193	20.28942255
194	20.27352643
195	20.25532423
196	20.23772134
197	20.22069128
198	20.20266107
199	20.18332218
200	20.16404626
201	20.14742032
202	20.12842317
203	20.11032575
204	20.09153427
205	20.07282519
206	20.05397891
207	20.03705158
208	20.01834968
209	20.00096876
210	19.98244487
211	19.96584683
212	19.94838915
213	19.93003984
214	19.91197787
215	19.89449287
216	19.87707724
217	19.85898339
218	19.84117402
219	19.82416015
220	19.80788136
221	19.79120634
222	19.77345219
223	19.75690144
224	19.73929668
225	19.72310184
226	19.70580925
227	19.68892077
228	19.67199758
229	19.65623871
230	19.64054767
231	19.62506039
232	19.60838972
233	19.59212682
234	19.57510611
235	19.56009051
236	19.54404527
237	19.52887861
238	19.51420315
239	19.49785921
240	19.48284741
241	19.46707044
242	19.45052987
243	19.43524179
244	19.4210237
245	19.40463768
246	19.38877526
247	19.37251879
248	19.35633696
249	19.34160842
250	19.326887
251	19.31177272
252	19.29597607
253	19.28097012
254	19.26584095
255	19.25044684
256	19.23583931
257	19.22147618
258	19.20623907
259	19.19254816
260	19.17775966
261	19.16380918
262	19.14907554
263	19.13538694
264	19.12133708
265	19.10707463
266	19.09188461
267	19.0773899
268	19.06309024
269	19.0487395
270	19.03455189
271	19.02025083
272	19.00654845
273	18.99206495
274	18.97885162
275	18.96592676
276	18.95267397
277	18.93966962
278	18.92673683
279	18.91198071
280	18.89747825
281	18.88413811
282	18.87109379
283	18.85797412
284	18.84348769
285	18.82997773
286	18.81622035
287	18.80301865
288	18.78868232
289	18.77520892
290	18.76306241
291	18.74888749
292	18.73614687
293	18.72210036
294	18.70862708
295	18.69653688
296	18.68376838
297	18.6698031
298	18.65655516
299	18.64510569
300	18.63285154
301	18.62065178
302	18.60696009
303	18.59333113
304	18.57977446
305	18.56711654
306	18.55496393
307	18.54261881
308	18.53102905
309	18.51947597
310	18.50726403
311	18.49487497
312	18.48253713
313	18.47043234
314	18.45869443
315	18.44541899
316	18.43283201
317	18.42158855
318	18.40944807
319	18.39716092
320	18.38423256
321	18.37117158
322	18.35992142
323	18.34762017
324	18.33503154
325	18.32409447
326	18.31247104
327	18.30095081
328	18.2895102
329	18.27803991
330	18.26616572
331	18.25454986
332	18.24354387
333	18.23215191
334	18.22122879
335	18.20977273
336	18.19828868
337	18.18782649
338	18.17679532
339	18.16539327
340	18.15295462
341	18.14135762
342	18.13100547
343	18.12043214
344	18.10940258
345	18.09852434
346	18.08651885
347	18.07510045
348	18.06485588
349	18.05360914
350	18.04241552
351	18.03146958
352	18.02090701
353	18.00975606
354	17.9987585
355	17.98778266
356	17.97820726
357	17.96754496
358	17.95653075
359	17.94554293
360	17.93522879
361	17.92556854
362	17.91518809
363	17.90448767
364	17.89383418
365	17.88538219
366	17.87497881
367	17.86639114
368	17.85641529
369	17.84705954
370	17.83651895
371	17.8272374
372	17.81666517
373	17.80756831
374	17.79737604
375	17.78593336
376	17.7768105
377	17.76635815
378	17.75502243
379	17.74501436
380	17.73464877
381	17.7243578
382	17.71453537
383	17.70532199
384	17.69625839
385	17.68662055
386	17.678057
387	17.66926613
388	17.65919683
389	17.65047525
390	17.64086474
391	17.63024725
392	17.62054333
393	17.61163151
394	17.60197559
395	17.59150035
396	17.58170402
397	17.5721528
398	17.56250086
399	17.55409126
400	17.54571884
401	17.53777982
402	17.52856103
403	17.51906915
404	17.51038387
405	17.50127627
406	17.49282038
407	17.48331002
408	17.47394143
409	17.4645194
410	17.45521254
411	17.44629615
412	17.43723911
413	17.42924996
414	17.42037645
415	17.41244362
416	17.40408533
417	17.39498615
418	17.38592639
419	17.37710456
420	17.3678064
421	17.35804753
422	17.34908614
423	17.34059401
424	17.33289933
425	17.32326921
426	17.31552825
427	17.30755849
428	17.29920376
429	17.29013498
430	17.2820538
431	17.27459441
432	17.26600542
433	17.25692769
434	17.25072069
435	17.24255095
436	17.23404079
437	17.22667304
438	17.21675396
439	17.20813443
440	17.20023853
441	17.19298236
442	17.1844565
443	17.17559934
444	17.16728832
445	17.15948297
446	17.1523576
447	17.14380102
448	17.13614141
449	17.12777141
450	17.11944078
451	17.11102229
452	17.10301002
453	17.09475
454	17.08729685
455	17.07772979
456	17.06981593
457	17.06154075
458	17.05354009
459	17.04468495
460	17.0366141
461	17.03003063
462	17.02251054
463	17.01456297
464	17.00771458
465	16.99929905
466	16.99280924
467	16.98500585
468	16.9763476
469	16.96867497
470	16.96067692
471	16.95352376
472	16.94599076
473	16.93806499
474	16.93139685
475	16.92414841
476	16.91642349
477	16.90866653
478	16.90090161
479	16.89340624
480	16.88596328
481	16.8781754
482	16.87042381
483	16.86285482
484	16.85570876
485	16.84672626
486	16.84039241
487	16.8321718
488	16.82557837
489	16.81741723
490	16.81121939
491	16.80407267
492	16.79762527
493	16.79006122
494	16.78356093
495	16.77572478
496	16.76906669
497	16.76178844
498	16.75538511
499	16.7479478
500	16.74096984
501	16.73378412
502	16.72752127
503	16.72101875
504	16.71480417
505	16.70771363
506	16.70155404
507	16.69426333
508	16.6866473
509	16.67946725
510	16.67264819
511	16.66543524
512	16.6587894
513	16.65140907
514	16.64296205
515	16.6358113
516	16.62980763
517	16.62350602
518	16.61588933
519	16.60830915
520	16.60214859
521	16.59552152
522	16.58940077
523	16.58244714
524	16.57582466
525	16.56877035
526	16.56271212
527	16.55680006
528	16.55198837
529	16.54511122
530	16.53814031
531	16.53215383
532	16.52656077
533	16.51977557
534	16.51251428
535	16.50574882
536	16.49970357
537	16.49290255
538	16.48820582
539	16.48352681
540	16.47805517
541	16.4721861
542	16.46633253
543	16.4602939
544	16.45445252
545	16.44805844
546	16.44148514
547	16.43493903
548	16.42845274
549	16.42184001
550	16.41539705
551	16.40968234
552	16.40417131
553	16.39809189
554	16.39229593
555	16.38570835
556	16.38046884
557	16.37352688
558	16.3666673
559	16.35973601
560	16.35280483
561	16.34630599
562	16.34187413
563	16.33598127
564	16.33016322
565	16.32484408
566	16.31933498
567	16.31380559
568	16.30755774
569	16.30133885
570	16.29455775
571	16.29023923
572	16.28351218
573	16.2777096
574	16.27176887
575	16.26510288
576	16.25881544
577	16.25342598
578	16.24738702
579	16.24240888
580	16.23635981
581	16.22999502
582	16.2245864
583	16.21916261
584	16.21260709
585	16.20722891
586	16.20126443
587	16.19711941
588	16.19153241
589	16.18620073
590	16.1800891
591	16.17362583
592	16.16775741
593	16.1622927
594	16.15646623
595	16.15166571
596	16.14644238
597	16.1416879
598	16.13695423
599	16.13120242
600	16.1254568
601	16.11999889
602	16.11456645
603	16.1088789
604	16.10400845
605	16.09861967
606	16.09377616
607	16.08980996
608	16.08418918
609	16.07778943
610	16.07319484
611	16.06787723
612	16.06299354
613	16.05684051
614	16.05050123
615	16.04596928
616	16.04016259
617	16.03566295
618	16.03178118
619	16.02594704
620	16.02047963
621	16.01663731
622	16.01178431
623	16.00726718
624	16.00117971
625	15.99595893
626	15.990463
627	15.9854064
628	15.98007163
629	15.97476171
630	15.96998202
631	15.96517523
632	15.96019646
633	15.95462958
634	15.94938415
635	15.9438489
636	15.93863755
637	15.93434895
638	15.92846541
639	15.92350971
640	15.91766798
641	15.91213604
642	15.9066184
643	15.90295155
644	15.89929836
645	15.89374488
646	15.88887486
647	15.88363785
648	15.87857608
649	15.87482036
650	15.86978751
651	15.86620596
652	15.8613545
653	15.85778899
654	15.85342015
655	15.84860112
656	15.84451785
657	15.84098364
658	15.83589106
659	15.83021857
660	15.82544606
661	15.82072604
662	15.81602807
663	15.81114339
664	15.80748917
665	15.80287975
666	15.79822873
667	15.7947769
668	15.79022916
669	15.78498477
670	15.78156018
671	15.77634524
672	15.77214087
673	15.76761086
674	15.76083161
675	15.75666474
676	15.7524091
677	15.74810866
678	15.74263322
679	15.73817827
680	15.73464867
681	15.73113126
682	15.727626
683	15.72414103
684	15.72027995
685	15.71580221
686	15.71164997
687	15.70735793
688	15.70287652
689	15.69845968
690	15.6942369
691	15.68997985
692	15.68671505
693	15.68256849
694	15.6781429
695	15.67287236
696	15.66875719
697	15.66501245
698	15.66178485
699	15.6583963
700	15.65518608
701	15.65089446
702	15.6475329
703	15.64097379
704	15.63671489
705	15.6327489
706	15.62940771
707	15.62566547
708	15.62235022
709	15.61786513
710	15.61272982
711	15.60761781
712	15.60317162
713	15.59944778
714	15.5963328
715	15.59162137
716	15.58852663
717	15.58525517
718	15.58052364
719	15.57614148
720	15.57207833
721	15.56745125
722	15.56205568
723	15.55565111
724	15.55204423
725	15.54840118
726	15.54203362
727	15.53797979
728	15.53477816
729	15.52844816
730	15.52418469
731	15.52100524
732	15.51739314
733	15.51339126
734	15.50711184
735	15.50221128
736	15.49733301
737	15.49378848
738	15.49063769
739	15.48579323
740	15.47956273
741	15.47564226
742	15.47252704
743	15.46633316
744	15.46218944
745	15.45903184
746	15.45287477
747	15.44973347
748	15.44495525
749	15.44145108
750	15.43836713
751	15.43501851
752	15.42891039
753	15.42434355
754	15.41961623
755	15.41615866
756	15.41275526
757	15.40901734
758	15.4059873
759	15.4027023
760	15.39665828
761	15.39324029
762	15.38921103
763	15.38595881
764	15.37995178
765	15.37695912
766	15.37098082
767	15.36502448
768	15.35909003
769	15.35317737
770	15.35012915
771	15.34638212
772	15.34178895
773	15.33737048
774	15.33346649
775	15.32760416
776	15.32176338
777	15.3186066
778	15.31279363
779	15.30700203
780	15.3024649
781	15.29811724
782	15.29521888
783	15.29087828
784	15.28512734
785	15.27939753
786	15.27368879
787	15.27041676
788	15.26617594
789	15.26049924
790	15.25702419
791	15.25316937
792	15.24752445
793	15.2419003
794	15.23629683
795	15.23071396
796	15.22515164
797	15.22093072
798	15.21766473
799	15.21445836
800	15.20893418
801	15.20343032
802	15.19902246
803	15.19597532
804	15.19049951
805	15.18713198
806	15.18168289
807	15.17625385
808	15.1732573
809	15.16785137
810	15.16471729
811	15.15933458
812	15.15397169
813	15.15050075
814	15.14739557
815	15.14205939
816	15.13912033
817	15.13380686
818	15.13057763
819	15.1262638
820	15.12097741
821	15.11784243
822	15.11258171
823	15.10734036
824	15.10211831
825	15.09691549
826	15.09411392
827	15.0895433
828	15.08552882
829	15.08215288
830	15.07952189
831	15.07616167
832	15.0710112
833	15.06819962
834	15.0647251
835	15.05960515
836	15.0562774
837	15.05117982
838	15.04787139
839	15.04279607
840	15.0392084
841	15.03526952
842	15.03230514
843	15.02903654
844	15.02399626
845	15.02068911
846	15.01567084
847	15.01243318
848	15.00743679
849	15.0024588
850	14.99903736
851	14.99612025
852	14.99296625
853	14.98802196
854	14.98309587
855	14.97818794
856	14.97413104
857	14.96924424
858	14.96437544
859	14.96162613
860	14.95761105
861	14.95373561
862	14.94972043
863	14.94488547
864	14.94047278
865	14.93662229
866	14.93392805
867	14.93107707
868	14.92627579
869	14.92343985
870	14.91865912
871	14.91484669
872	14.91193101
873	14.90717952
874	14.90339198
875	14.89944307
876	14.89471957
877	14.89191844
878	14.88815668
879	14.88420048
880	14.88155116
881	14.87826017
882	14.87357633
883	14.87033255
884	14.86660653
885	14.86195597
886	14.85933034
887	14.85562764
888	14.8524864
889	14.84987603
890	14.84874763
891	14.84611284
892	14.84149999
893	14.83893907
894	14.83635121
895	14.83268365
896	14.82902914
897	14.82602967
898	14.82285804
899	14.81872946
900	14.81510655
901	14.81056102
902	14.8074218
903	14.80410583
904	14.80298562
905	14.79939356
906	14.79643338
907	14.79331528
908	14.78974482
909	14.78862806
910	14.78608411
911	14.78496932
912	14.78202194
913	14.77899079
914	14.77544187
915	14.77287463
916	14.76840312
917	14.76544853
918	14.76192346
919	14.75918813
920	14.75567969
921	14.75262226
922	14.75034706
923	14.74744769
924	14.743964
925	14.74131678
926	14.73784828
927	14.73439214
928	14.73057211
929	14.72754949
930	14.72644354
931	14.72300848
932	14.71958564
933	14.71637241
934	14.71341739
935	14.71057079
936	14.70620648
